,Accepted_Name,Accepted_ID,Family,Genus,Accepted_Rank,Accepted_Species,Accepted_Species_ID,Tested_for_Alkaloids,Alkaloids,Alk_classes_tested_for,Antimalarial_Use,Cardenolides,Steroids,In_Malarial_Region,Common_Name,Medicinal,Wiki_Page,native_tdwg3_codes,bio1,bio4,bio10,bio11,bio12,bio15,bio16,bio17,brkl_elevation,elevation,slope,soil_nitrogen,soil_ph,soil_soc,soil_depth,soil_ocs,soil_water_cap,latitude,longitude,kg_mode,kg_all,alk_diterpenoid,alk_imidazole,alk_indole,alk_indolizidine,alk_indolizine(to_confirm),alk_isoquinoline,alk_mia,alk_misc. one n,alk_misc. two n,alk_monoterpene,alk_naphthyridine,alk_peptide,alk_piperidine,alk_purine,alk_pyrazine,alk_pyridine,alk_pyrrole,alk_pyrrolidine,alk_pyrrolizidine,alk_quinazoline,alk_quinoline,alk_quinolizidine,alk_simple amine,alk_spermidine,alk_steroidal,alk_to_confirm,AntiBac_Metabolites,Poisonous,Spines,Hairs,Richness,Emergence,habit_hb,habit_li,habit_sc,habit_sh,habit_subsh,habit_tr,Activity_Antimalarial
9374,Coprosma savaiiensis,747505-1,Rubiaceae,Coprosma,Species,Coprosma savaiiensis,747505-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['SAM'],22.8027496337891,35.7270011901855,23.206750869751,22.2917499542236,3852.623046875,59.1712493896484,1768.09619140625,345.71923828125,1063.72021484375,685.864990234375,6.46595287322998,411.645843505859,54.2708320617676,778.833312988281,314.25,82.75,28.6875,-13.60936,-172.50594999999998,1.0,[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0733048259010384,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9375,Coprosma serrulata,747507-1,Rubiaceae,Coprosma,Species,Coprosma serrulata,747507-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NZS'],5.22749996185303,359.429992675781,9.72900009155273,0.876250028610229,4341.05908203125,13.9867496490479,1236.17004394531,965.811279296875,947.171752929688,1050.30004882812,13.5802240371704,638.583312988281,51.4583320617676,1707.52087402344,469.75,129.41667175293,30.4375,-43.1778,171.0007,15.0,"[15, 29, 16, 27, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0733048259010384,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9376,Coprosma setosa,747508-1,Rubiaceae,Coprosma,Species,Coprosma setosa,747508-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['SCI'],25.7180004119873,67.8509979248047,26.5752506256104,24.8072490692139,3264.8125,35.3530006408691,1210.44323730469,473.723236083984,90.5623245239258,57.4199981689453,2.03259897232056,399.928558349609,55.5,591.416687011719,3314.0,76.5,26.1666660308838,-16.78333,-151.45,1.0,[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0733048259010384,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9377,Coprosma spathulata,747512-1,Rubiaceae,Coprosma,Species,Coprosma spathulata,747512-1,0.0,,,0.0,,,0.0,0.0,0.0,1.0,['NZN'],14.2405004501343,288.700500488281,17.8932495117188,10.5920000076294,1704.94653320312,20.6712493896484,544.407470703125,323.894989013672,165.127426147461,155.645004272461,2.95979714393616,365.444458007812,52.8148155212402,1008.27081298828,1090.25,104.375,27.25,-37.5558,175.5197,15.0,"[15, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0733048259010384,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9378,Coprosma stephanocarpa,747513-1,Rubiaceae,Coprosma,Species,Coprosma stephanocarpa,747513-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['HAW'],22.530499458313,128.463119506836,24.09687519073485,20.902874946594203,868.423034667966,49.46649932861325,351.5726165771485,100.5379981994627,307.1121826171875,319.125,5.31249451637268,337.132568359375,59.0,546.7291717529295,4092.416748046875,73.125,30.4791669845581,20.788775,-156.50605000000002,3.0,[3],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0733048259010384,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9379,Coprosma strigulosa,747515-1,Rubiaceae,Coprosma,Species,Coprosma strigulosa,747515-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['SAM'],22.8027496337891,35.7270011901855,23.206750869751,22.2917499542236,3852.623046875,59.1712493896484,1768.09619140625,345.71923828125,1063.72021484375,685.864990234375,6.46595287322998,411.645843505859,54.2708320617676,778.833312988281,314.25,82.75,28.6875,-13.6102,-172.5039,1.0,[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0733048259010384,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9381,Coprosma × tadgellii,77176974-1,Rubiaceae,Coprosma,Species,Coprosma tadgellii,77176974-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['VIC'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0733048259010384,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9382,Coprosma tahitensis,747518-1,Rubiaceae,Coprosma,Species,Coprosma tahitensis,747518-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,"['SCI', 'TUB']",23.2084999084473,79.9739990234375,24.2042503356934,22.1464996337891,3659.45922851562,40.0965003967285,1419.84155273438,481.923492431641,315.465362548828,471.677490234375,8.6307201385498,399.928558349609,55.5,591.416687011719,1333.0,76.5,28.0,-17.608335,-149.4765,1.0,[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0733048259010384,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9383,Coprosma talbrockiei,747519-1,Rubiaceae,Coprosma,Species,Coprosma talbrockiei,747519-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,"['NZS', 'VIC']",9.88249969482422,250.497756958008,13.2727499008179,6.85325002670288,3110.19384765625,18.1392498016357,894.275268554688,575.788024902344,553.97509765625,608.25,7.15264368057251,498.820526123047,50.1818199157715,1413.52783203125,181.0,125.909088134766,29.75,-40.902435,172.32094999999998,15.0,[15],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0733048259010384,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9384,Coprosma temetiuensis,77112738-1,Rubiaceae,Coprosma,Species,Coprosma temetiuensis,77112738-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['MRQ'],25.3369998931885,47.5227508544922,25.9652500152588,24.7320003509521,2268.78881835938,21.6725006103516,721.043518066406,407.707244873047,223.008316040039,205.914993286133,4.92669343948364,421.0,55.8666648864746,527.833312988281,1356.5,70.0,27.75,-9.8,-139.0685,1.0,[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0733048259010384,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9385,Coprosma tenuicaulis,747520-1,Rubiaceae,Coprosma,Species,Coprosma tenuicaulis,747520-1,0.0,,,0.0,,,0.0,0.0,0.0,1.0,"['NZN', 'NZS']",11.3144998550415,324.877258300781,15.3292503356934,7.11275005340576,1838.09521484375,17.0069999694824,547.8740234375,365.781005859375,434.883666992188,464.737487792969,3.26416420936584,395.133331298828,52.2708320617676,1110.0,645.5,109.3125,28.5625,-39.0994,175.3706,15.0,"[15, 0, 16]",,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0733048259010384,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9386,Coprosma tenuifolia,747521-1,Rubiaceae,Coprosma,Species,Coprosma tenuifolia,747521-1,0.0,,,0.0,,,0.0,0.0,0.0,1.0,['NZN'],10.0692501068115,333.40625,14.3677501678467,6.00524997711182,1889.09655761719,17.2462501525879,566.487243652344,367.662261962891,651.397491455078,690.232482910156,4.01718902587891,391.208343505859,52.0833320617676,1097.66662597656,586.5,109.3125,28.8125,-39.08025,175.69695000000002,15.0,"[15, 0, 16]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0733048259010384,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9387,Coprosma ternata,747522-1,Rubiaceae,Coprosma,Species,Coprosma ternata,747522-1,0.0,,,0.0,,,0.0,1.0,0.0,0.0,['HAW'],21.753999710083,134.401992797852,23.3819999694824,20.0457496643066,1052.02954101562,47.0429992675781,415.374237060547,127.910247802734,311.349029541016,491.212493896484,8.09974002838135,366.51513671875,56.125,639.375,3234.5,88.125,31.125,20.871450000000003,-156.61450000000002,3.0,[3],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0733048259010384,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9388,Coprosma velutina,747525-1,Rubiaceae,Coprosma,Species,Coprosma velutina,747525-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['TUB'],23.0462493896484,162.009994506836,25.1627502441406,21.0650005340576,2086.33764648438,21.8082504272461,677.522766113281,394.269256591797,0.570637106895447,3.25,0.203696399927139,430.0,53.0,655.0,3731.0,69.0,28.75,-23.8666,-147.667,0.0,[0],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0733048259010384,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9389,Coprosma virescens,747527-1,Rubiaceae,Coprosma,Species,Coprosma virescens,747527-1,0.0,,,0.0,,,0.0,0.0,0.0,1.0,"['NZN', 'NZS']",10.6925001144409,341.475250244141,14.6877498626709,6.25075006484985,1093.0498046875,16.3857498168945,335.438262939453,209.420257568359,306.052642822266,302.899993896484,3.2518618106842,354.518524169922,56.4583320617676,952.583312988281,1369.0,99.3333358764648,25.8125,-43.5636,172.9167,15.0,"[15, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0733048259010384,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9390,Coprosma waima,937371-1,Rubiaceae,Coprosma,Species,Coprosma waima,937371-1,0.0,,,0.0,,,0.0,0.0,0.0,1.0,['NZN'],15.2537498474121,241.993743896484,18.5510005950928,12.37975025177,1529.57177734375,28.0557498931885,544.407470703125,273.471740722656,130.869812011719,102.797500610352,2.63043403625488,368.333343505859,53.0,954.307678222656,1082.25,93.3076934814453,25.875,-35.52185,173.4683,15.0,[15],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0733048259010384,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9391,Coprosma waimeae,747531-1,Rubiaceae,Coprosma,Species,Coprosma waimeae,747531-1,0.0,,,0.0,,,0.0,1.0,0.0,0.0,['HAW'],18.85325050354,145.725250244141,20.6487503051758,17.0270004272461,3032.89184570312,21.6022491455078,965.002502441406,590.425476074219,376.011077880859,832.72998046875,9.18306922912598,402.3610992431645,56.2666664123535,617.799987792969,4626.66650390625,81.4000015258789,33.25,22.1042,-159.60975,15.0,"[15, 1, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0733048259010384,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9392,Coprosma wallii,747530-1,Rubiaceae,Coprosma,Species,Coprosma wallii,747530-1,0.0,,,0.0,,,0.0,0.0,0.0,1.0,['NZS'],8.8754997253418,361.682495117188,12.9672498703003,3.9595000743866,1616.96154785156,14.9049997329712,447.730255126953,342.361755371094,668.14404296875,473.464996337891,5.70427513122559,505.238098144531,51.9583320617676,1338.16662597656,793.75,118.875,28.625,-43.89457,170.6494,15.0,"[15, 7, 16]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0733048259010384,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9397,Coptophyllum nicobaricum,962546-1,Rubiaceae,Coptophyllum,Species,Coptophyllum nicobaricum,962546-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NCB'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0048869883934025,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
9419,Coptosperma cymosum,77080905-1,Rubiaceae,Coptosperma,Species,Coptosperma cymosum,77080905-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['MAU'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.011606597434331,1.0,0.0,0.0,0.0,1.0,1.0,1.0,
9596,Coussarea vaginata,67480-2,Rubiaceae,Coussarea,Species,Coussarea vaginata,67480-2,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['CUB'],24.0480003356934,146.948257446289,25.8512496948242,22.1917495727539,2196.81469726562,28.3640003204346,690.570983886719,380.554504394531,92.4349060058594,313.875,3.77376985549927,408.0,57.8809509277344,443.366668701172,1458.0,62.3571434020996,27.625,20.60347,-74.89089,1.0,"[1, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0775809407452657,0.0,0.0,0.0,0.0,1.0,1.0,1.0,
9629,Craterispermum microdon,747813-1,Rubiaceae,Craterispermum,Species,Craterispermum microdon,747813-1,0.0,,,0.0,,,0.0,1.0,1.0,0.0,['SEY'],26.4127502441406,70.8310012817383,27.4074993133545,25.5074996948242,2341.87231445312,40.244499206543,918.0009765625,362.661987304688,2.91135740280151,8.09749984741211,0.471594095230103,502.0,57.0,751.0,1421.0,69.0,28.25,-4.333333,55.73333,0.0,[0],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0171044593769089,1.0,0.0,0.0,0.0,1.0,0.0,1.0,
9633,Craterispermum praslinense,77212508-1,Rubiaceae,Craterispermum,Species,Craterispermum praslinense,77212508-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['SEY'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0171044593769089,1.0,0.0,0.0,0.0,1.0,0.0,1.0,
9639,Craterispermum silhouettense,77212509-1,Rubiaceae,Craterispermum,Species,Craterispermum silhouettense,77212509-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['SEY'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0171044593769089,1.0,0.0,0.0,0.0,1.0,0.0,1.0,
9656,Crucianella graeca,747894-1,Rubiaceae,Crucianella,Species,Crucianella graeca,747894-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,"['BUL', 'GRC', 'YUG']",13.4942502975464,680.325744628906,21.8582496643066,4.24849987030029,658.970275878906,48.3807487487793,281.664489746094,81.0485000610352,557.626037597656,575.280029296875,6.85846757888794,256.333343505859,70.0833358764648,317.547607421875,1315.25,46.0714302062988,24.6875,39.27111,22.04333,8.0,"[8, 9, 7, 26]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0183262064752596,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
9672,Crucianella transjordanica,747943-1,Rubiaceae,Crucianella,Species,Crucianella transjordanica,747943-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['PAL'],21.85262584686275,585.1838989257815,28.7452507019043,14.006875038147,373.6781311035155,112.893753051758,252.537254333496,1.412875026464461,40.732681274414006,138.21749687194836,4.09872496128082,90.3125000000001,78.1354179382324,99.5833320617676,4132.875,22.65625,21.28125,31.11653,35.536665,4.0,[4],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0183262064752596,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
9676,Cruciata × grecescui,747955-1,Rubiaceae,Cruciata,Species,Cruciata grecescui,747955-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['ROM'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0054978619425778,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
9683,Cruckshanksia lithiophila,71140-2,Rubiaceae,Cruckshanksia,Species,Cruckshanksia lithiophila,71140-2,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['CLN'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0042761148442272,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
9685,Cruckshanksia montiana,747981-1,Rubiaceae,Cruckshanksia,Species,Cruckshanksia montiana,747981-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,"['CLC', 'CLN']",15.2798752784729,212.141998291016,17.92000007629395,12.500374794006351,47.7562484741211,112.4578742980955,33.0766258239746,2.75262498855591,120.63712310791,279.157501220703,3.52571678161621,151.739585876465,78.6875,167.57292175293,6177.5,26.01875019073485,14.79166650772095,-28.364655,-71.09119,5.0,[5],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0042761148442272,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
9686,Cruckshanksia palmae,71143-2,Rubiaceae,Cruckshanksia,Species,Cruckshanksia palmae,71143-2,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['CLC'],1.63162499666214,585.2386169433595,9.10462474822998,-5.838374853134155,801.9578857421875,83.10012435913085,461.6456146240235,61.81274795532231,2822.894775390625,3038.1925048828152,16.8936538696289,320.03125,72.5416679382324,512.82292175293,1344.25,39.75,19.4375,-31.474565,-70.19267500000001,9.0,"[9, 29, 7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0042761148442272,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
9687,Cruckshanksia pumila,747986-1,Rubiaceae,Cruckshanksia,Species,Cruckshanksia pumila,747986-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,"['CLC', 'CLN']",15.6040000915527,217.4711227416995,18.3959999084473,12.9096245765686,45.05050086975095,106.1353759765625,23.26012516021725,3.95799994468689,331.444595336914,451.596252441406,3.91131269931793,167.927085876465,79.0952377319336,167.09375,6864.875,23.0625,15.73958349227905,-27.45458,-70.721945,5.0,"[5, 9, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0042761148442272,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
9688,Cruckshanksia verticillata,71146-2,Rubiaceae,Cruckshanksia,Species,Cruckshanksia verticillata,71146-2,0.0,,,0.0,,,0.0,0.0,0.0,0.0,"['CLC', 'CLN']",15.320499897003147,210.6056213378905,18.182374954223647,12.7742500305176,37.75812530517575,115.859874725342,26.6540002822876,1.898999989032745,186.882278442383,173.09375381469735,2.604883134365081,147.6527786254885,77.15555572509766,156.319450378418,6224.375,27.36666774749755,16.8125,-28.254565,-71.1725,5.0,[5],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0042761148442272,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
9704,Cubanola daphnoides,72065-2,Rubiaceae,Cubanola,Species,Cubanola daphnoides,72065-2,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['CUB'],24.0480003356934,155.167007446289,25.8512496948242,21.6259994506836,2196.81469726562,31.7887496948242,690.570983886719,380.554504394531,92.4349060058594,313.875,3.77376985549927,408.0,57.8809509277344,443.366668701172,1035.75,62.3571434020996,28.375,20.57838,-74.84848,1.0,"[1, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0012217470983506,0.0,0.0,0.0,0.0,1.0,1.0,1.0,
9728,Cyclophyllum baladense,748084-1,Rubiaceae,Cyclophyllum,Species,Cyclophyllum baladense,748084-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0262675626145387,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9729,Cyclophyllum balansae,989702-1,Rubiaceae,Cyclophyllum,Species,Cyclophyllum balansae,989702-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],21.403749465942347,219.210624694824,24.2386245727539,18.60312461853025,2304.75158691406,47.44037437438965,933.5421447753904,315.526504516602,173.15789413452148,241.267509460449,4.58243417739868,238.688888549805,53.1555557250977,420.8465270996095,983.5,68.7333297729492,23.375,-21.844025,166.14755000000002,1.0,[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0262675626145387,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9732,Cyclophyllum calyculatum,748085-1,Rubiaceae,Cyclophyllum,Species,Cyclophyllum calyculatum,748085-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],23.4372501373291,186.057250976562,25.7730007171631,21.0137500762939,2398.6708984375,48.8320007324219,1045.98901367188,288.311737060547,123.468147277832,40.1500015258789,1.19014739990234,257.416656494141,51.8333320617676,405.6875,1056.5,75.125,22.9375,-20.83333,165.1833,0.0,[0],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0262675626145387,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9733,Cyclophyllum cardiocarpum,748086-1,Rubiaceae,Cyclophyllum,Species,Cyclophyllum cardiocarpum,748086-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],24.2999992370605,165.542495727539,26.3997497558594,22.111499786377,1337.60205078125,51.6687507629395,567.927734375,135.301254272461,3.86426591873169,10.5450000762939,0.44141948223114,,,573.666687011719,1086.0,,21.25,-19.72139,163.6642,0.0,[0],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0262675626145387,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9737,Cyclophyllum cymosum,748087-1,Rubiaceae,Cyclophyllum,Species,Cyclophyllum cymosum,748087-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0262675626145387,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9738,Cyclophyllum deplanchei,748088-1,Rubiaceae,Cyclophyllum,Species,Cyclophyllum deplanchei,748088-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],23.5317497253418,215.320495605469,26.1634998321533,20.7027492523193,1238.5810546875,57.596248626709,588.815490722656,128.102005004883,89.3767318725586,53.5875015258789,1.49228918552399,180.54167175293,53.9444427490234,400.799987792969,1899.25,60.3333320617676,22.125,-21.01472,164.7439,1.0,"[1, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0262675626145387,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9739,Cyclophyllum fragrans,77092948-1,Rubiaceae,Cyclophyllum,Species,Cyclophyllum fragrans,77092948-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],22.2765007019043,200.731506347656,24.7797508239746,19.638500213623,2325.04833984375,52.7017517089844,1055.1982421875,241.180755615234,168.479217529297,312.427490234375,5.64828300476074,239.488891601562,53.0444450378418,423.311096191406,1339.66662597656,67.466667175293,21.8125,-20.56889,164.7872,1.0,"[1, 0, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0262675626145387,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9740,Cyclophyllum francii,748089-1,Rubiaceae,Cyclophyllum,Species,Cyclophyllum francii,748089-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],21.81199932098385,214.39225006103496,24.5176248550415,19.17050075531005,2325.04833984375,44.02199935913085,966.551513671875,287.573013305664,215.950134277344,261.686256408691,4.94584226608276,240.230560302734,53.27991485595705,444.66238403320347,1064.875,67.9448051452637,23.59375,-21.875,166.46345,1.0,"[1, 14, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0262675626145387,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9741,Cyclophyllum guillauminianum,77150006-1,Rubiaceae,Cyclophyllum,Species,Cyclophyllum guillauminianum,77150006-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],22.9922504425049,178.356994628906,25.3050003051758,20.6909999847412,1644.13330078125,36.8762512207031,627.084777832031,242.123504638672,13.110803604126,16.3549995422363,0.452469676733017,151.66667175293,52.3333320617676,283.666656494141,1794.5,60.0,27.125,-22.65486,167.4608,1.0,[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0262675626145387,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9742,Cyclophyllum henriettiae,748090-1,Rubiaceae,Cyclophyllum,Species,Cyclophyllum henriettiae,748090-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],22.55175018310545,206.3617553710935,25.15262508392335,19.7771253585815,2404.5645751953098,51.1478748321533,1068.07189941406,290.3257446289065,160.292247772217,142.437496185303,3.792810678482055,248.4527740478515,52.842735290527344,409.741180419922,1205.66662597656,74.3125,23.0833339691162,-20.89597,165.2225,1.0,"[1, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0262675626145387,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9743,Cyclophyllum jasminifolium,748092-1,Rubiaceae,Cyclophyllum,Species,Cyclophyllum jasminifolium,748092-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],23.6433744430542,212.33137512207048,26.2229995727539,20.86949920654295,1182.1987915039049,54.1744995117188,555.13037109375,120.757751464844,42.5180053710938,48.65250015258791,1.43782699108124,203.714279174805,53.769229888916,378.222229003906,1955.375,59.769229888916,21.375,-20.95778,164.67655,1.0,"[1, 3, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0262675626145387,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9744,Cyclophyllum letocartiorum,77150017-1,Rubiaceae,Cyclophyllum,Species,Cyclophyllum letocartiorum,77150017-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],20.5424995422363,238.966506958008,23.5372505187988,17.4599990844727,1421.85705566406,44.8327484130859,602.074279785156,190.255996704102,81.6149597167969,445.332489013672,9.49145317077637,261.770843505859,54.1666679382324,439.625,759.5,64.1875,24.4375,-21.966255,166.2413,14.0,[14],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0262675626145387,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9748,Cyclophyllum macphersonii,77150019-1,Rubiaceae,Cyclophyllum,Species,Cyclophyllum macphersonii,77150019-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],23.6105003356934,185.370498657227,25.956750869751,21.2022495269775,2418.25439453125,51.6785011291504,1077.73327636719,258.278503417969,19.2354564666748,47.8025016784668,1.51927030086517,287.155548095703,52.9555549621582,526.133361816406,1116.0,80.8000030517578,24.625,-20.48694,164.7108,0.0,[0],,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0262675626145387,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
9750,Cyclophyllum memaoyaense,77151997-1,Rubiaceae,Cyclophyllum,Species,Cyclophyllum memaoyaense,77151997-1,0.0,,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0262675626145387,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
