,Accepted_Name,Accepted_ID,Family,Genus,Accepted_Rank,Accepted_Species,Accepted_Species_ID,Tested_for_Alkaloids,Alkaloids,Alk_classes_tested_for,Antimalarial_Use,Cardenolides,Steroids,In_Malarial_Region,Common_Name,Medicinal,Wiki_Page,native_tdwg3_codes,bio1,bio4,bio10,bio11,bio12,bio15,bio16,bio17,brkl_elevation,elevation,slope,soil_nitrogen,soil_ph,soil_soc,soil_depth,soil_ocs,soil_water_cap,latitude,longitude,kg_mode,kg_all,alk_diterpenoid,alk_imidazole,alk_indole,alk_indolizidine,alk_indolizine(to_confirm),alk_isoquinoline,alk_mia,alk_misc. one n,alk_misc. two n,alk_monoterpene,alk_naphthyridine,alk_peptide,alk_piperidine,alk_purine,alk_pyrazine,alk_pyridine,alk_pyrrole,alk_pyrrolidine,alk_pyrrolizidine,alk_quinazoline,alk_quinoline,alk_quinolizidine,alk_simple amine,alk_spermidine,alk_steroidal,alk_to_confirm,AntiBac_Metabolites,Poisonous,Spines,Hairs,Richness,Emergence,habit_hb,habit_li,habit_sc,habit_sh,habit_subsh,habit_tr,Activity_Antimalarial
53,Asclepias humistrata,94346-1,Apocynaceae,Asclepias,Species,Asclepias humistrata,94346-1,0.0,,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,"['ALA', 'FLA', 'GEO', 'LOU', 'MSI', 'NCA', 'SCA']",20.4220008850098,530.244506835938,26.7892503738403,13.5,1369.40051269531,41.3914985656738,553.670227050781,214.295753479004,26.8421058654785,25.133749961853,0.1719158962368965,797.942321777344,51.2000007629395,284.923065185547,963.75,34.7999992370605,11.5625,29.989695,-82.431865,14.0,"[14, 0, 3, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.1270616982284667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
54,Asclepias incarnata,94351-1,Apocynaceae,Asclepias,Species,Asclepias incarnata,94351-1,0.0,,,0.0,,1.0,0.0,1.0,1.0,1.0,"['ALA', 'ARK', 'COL', 'CNT', 'DEL', 'WDC', 'FLA', 'GEO', 'IDA', 'ILL', 'INI', 'IOW', 'KAN', 'KTY', 'LOU', 'MAI', 'MAN', 'MRY', 'MAS', 'MIC', 'MIN', 'MSO', 'MNT', 'NEB', 'NEV', 'NBR', 'NWH', 'NWJ', 'NWM', 'NWY', 'NCA', 'NDA', 'NSC', 'OHI', 'OKL', 'ONT', 'PEN', 'PEI', 'QUE', 'RHO', 'SCA', 'SDA', 'TEN', 'TEX', 'UTA', 'VER', 'VRG', 'WVA', 'WIS', 'WYO']",9.34875011444092,931.574768066406,21.320499420166,-2.81874990463257,1023.55627441406,18.7917499542236,329.072998046875,194.751251220703,227.626037597656,229.179992675781,0.479201793670654,393.416656494141,59.5,384.916656494141,1853.5,58.230770111084,23.625,42.31795,-81.93988,25.0,"[14, 25, 26, 7, 5, 6, 3, 21, 0, 2, 22, 17, 15]",,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.1270616982284667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
55,Asclepias labriformis,21220-2,Apocynaceae,Asclepias,Species,Asclepias labriformis,21220-2,1.0,1.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,['UTA'],11.4104995727539,922.758239746094,24.1962509155273,-0.619375020265579,216.462997436523,34.1495018005371,75.7197494506836,35.9249992370605,1759.95288085938,1603.78247070312,2.430230736732485,81.0625,81.0625,78.9375,3075.75,19.40625,17.6875,38.27514,-111.122,5.0,"[5, 26, 7]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,1.0,0.1270616982284667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
56,Asclepias sullivantii,94678-1,Apocynaceae,Asclepias,Species,Asclepias sullivantii,94678-1,0.0,,,0.0,,1.0,0.0,0.0,0.0,1.0,"['ARK', 'ILL', 'INI', 'IOW', 'KAN', 'MIC', 'MIN', 'MSO', 'NEB', 'NDA', 'OHI', 'OKL', 'ONT', 'SDA', 'WIS']",10.8902502059937,968.678009033203,22.9392509460449,-1.81924998760223,1008.61312866211,35.7910003662109,350.523742675781,134.8587493896485,266.171752929688,270.2412567138676,0.3145324289798735,274.354156494141,63.125,254.375,2646.0,68.0,25.5,40.610115,-90.109815,25.0,"[25, 14, 26]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.1270616982284667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
126,Cerberiopsis candelabra,77931-1,Apocynaceae,Cerberiopsis,Species,Cerberiopsis candelabra,77931-1,0.0,,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,['NWC'],21.6747493743896,213.748748779297,24.4072494506836,18.9202499389648,2054.35723876953,42.49875068664555,881.629150390625,269.17724609375,222.847640991211,202.865005493164,4.05791759490967,257.922607421875,53.26851844787595,434.356948852539,837.5,68.0714263916016,24.84375,-22.16551,166.58785,1.0,"[1, 14, 0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0018326206475259,0.0,0.0,0.0,0.0,1.0,0.0,1.0,
128,Ceropegia fusca,95585-1,Apocynaceae,Ceropegia,Species,Ceropegia fusca,95585-1,0.0,,,0.0,,1.0,0.0,0.0,0.0,1.0,['CNY'],17.78949928283695,237.614501953125,21.41625022888185,14.8657503128052,377.98976135253895,79.22125244140625,182.066757202148,6.815750122070314,258.576171875,440.059997558594,5.93933486938477,242.33332824707,72.0,390.133331298828,2531.5,38.3333320617676,25.875,28.148525,-16.37416,6.0,"[0, 6, 9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.2602321319486866,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
150,Cynanchum maximoviczii,96387-1,Apocynaceae,Cynanchum,Species,Cynanchum maximoviczii,96387-1,1.0,1.0,,0.0,,1.0,0.0,0.0,1.0,0.0,"['JAP', 'KUR', 'SAK']",9.22325038909912,880.086486816406,20.2264995574951,-1.4889999628067,1842.96154785156,33.8349990844727,697.890747070312,316.92724609375,1025.61767578125,837.117492675781,6.81864738464355,545.844421386719,50.8958320617676,767.541687011719,2055.0,86.1875,29.0625,37.65528,140.0658,25.0,"[25, 26]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,0.1563836285888821,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
164,Dischidia formosana,96939-1,Apocynaceae,Dischidia,Species,Dischidia formosana,96939-1,1.0,1.0,,0.0,,1.0,0.0,0.0,0.0,1.0,"['NNS', 'TAI']",20.7232494354248,389.126007080078,24.6539993286133,14.6272497177124,3541.98876953125,53.3134994506836,1669.55200195312,320.509246826172,657.254821777344,701.635009765625,7.31095790863037,317.384613037109,51.0,550.3854064941405,1000.0,81.0625,26.5,23.89257,121.4412,14.0,"[14, 15, 11, 12, 2, 1]",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0769700671960904,0.0,0.0,1.0,0.0,0.0,1.0,0.0,
290,Melodinus aeneus,80160-1,Apocynaceae,Melodinus,Species,Melodinus aeneus,80160-1,1.0,1.0,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],21.4787502288818,224.381500244141,24.3104991912842,18.5254993438721,1935.69555664062,53.0997505187988,885.607482910156,224.973251342773,208.080337524414,312.427490234375,5.0483512878418,239.488891601562,53.0444450378418,412.604156494141,1013.75,70.0,23.375,-21.38306,165.5189,1.0,"[3, 1, 2, 14]",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0146609651802076,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
291,Melodinus angustifolius,80161-1,Apocynaceae,Melodinus,Species,Melodinus angustifolius,80161-1,0.0,,pyrrolizidine,0.0,,,0.0,0.0,0.0,1.0,['TAI'],22.84212493896485,266.995239257812,26.738374710083,18.7832508087158,2497.83251953125,92.6474990844727,1370.79748535156,97.4694976806641,255.277008056641,210.5024948120115,4.559548139572145,317.384613037109,53.8461532592773,489.645843505859,1140.0,76.84102630615234,26.5,22.293335,120.8047,2.0,"[2, 14, 1, 11]",,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0146609651802076,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
294,Melodinus balansae,80169-1,Apocynaceae,Melodinus,Species,Melodinus balansae,80169-1,1.0,1.0,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],21.6747493743896,213.748748779297,24.4330005645752,18.9657497406006,2030.19274902344,43.7747497558594,846.252990722656,248.363998413086,121.520774841309,202.865005493164,3.77149224281311,225.8418807983395,53.1555557250977,409.833343505859,1013.75,68.0714263916016,23.5625,-22.10361,166.4681,1.0,"[1, 0, 3, 14, 2]",0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0146609651802076,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
297,Melodinus philliraeoides,80246-1,Apocynaceae,Melodinus,Species,Melodinus philliraeoides,80246-1,1.0,1.0,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],23.2019996643066,215.320495605469,25.9512500762939,20.425500869751,1464.16296386719,54.1110000610352,627.084777832031,160.98774719238298,78.540168762207,71.7574996948242,1.98304450511932,202.1175537109375,53.125,400.799987792969,1794.5,60.3333320617676,22.125,-21.14389,164.92165,1.0,"[1, 0, 2, 3]",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0146609651802076,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
298,Melodinus reticulatus,80249-1,Apocynaceae,Melodinus,Species,Melodinus reticulatus,80249-1,1.0,1.0,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],23.7549991607666,206.692245483398,26.2824993133545,21.044750213623,1108.07946777344,53.6867485046387,498.416748046875,109.354248046875,60.1301956176758,43.7174987792969,1.38336479663849,207.33332824707,53.8125,393.979156494141,1827.25,56.5625,21.0,-20.80417,164.4931,3.0,"[3, 14]",0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0146609651802076,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
299,Melodinus scandens,80253-1,Apocynaceae,Melodinus,Species,Melodinus scandens,80253-1,1.0,1.0,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],22.9922504425049,203.568756103516,25.3722496032715,20.6909999847412,1644.13330078125,52.1852493286133,636.889526367188,194.270492553711,50.7423820495605,74.9649963378906,2.03309440612793,243.692359924316,53.0444450378418,397.38957214355503,1765.5,65.2857131958008,22.53125,-21.06972,165.1636,1.0,"[1, 2, 3, 0]",0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0146609651802076,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
313,Ochrosia compta,80497-1,Apocynaceae,Ochrosia,Species,Ochrosia compta,80497-1,1.0,1.0,,0.0,,,0.0,1.0,1.0,1.0,['HAW'],23.0049991607666,133.023742675781,24.6312503814697,21.3075008392334,1184.02172851562,35.7882499694824,435.713745117188,190.245498657227,226.709136962891,185.832504272461,2.45901012420654,324.555541992188,58.6041679382324,438.5,3638.25,65.8000030517578,31.3125,21.50287,-158.0166,3.0,"[1, 3, 9]",0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0268784361637141,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
317,Ochrosia lifuana,80519-1,Apocynaceae,Ochrosia,Species,Ochrosia lifuana,80519-1,1.0,1.0,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],23.8134994506836,174.912750244141,26.0965003967285,21.4804992675781,1706.49096679688,44.838249206543,707.067993164062,232.323745727539,21.1966762542725,24.7724990844727,0.41183152794838,491.194458007812,53.0,565.555541992188,2246.5,65.2857131958008,27.0,-20.88333,167.25,1.0,[1],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0268784361637141,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
318,Ochrosia miana,80524-1,Apocynaceae,Ochrosia,Species,Ochrosia miana,80524-1,1.0,1.0,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],21.6747493743896,211.481246948242,24.4072494506836,18.9657497406006,2079.02270507812,43.7747497558594,884.451232910156,242.123504638672,244.922439575195,202.865005493164,4.05791759490967,238.688888549805,53.1555557250977,429.088897705078,1013.75,68.7333297729492,23.625,-22.06889,166.6336,1.0,"[1, 0, 14, 3]",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0268784361637141,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
320,Ochrosia mulsantii,80528-1,Apocynaceae,Ochrosia,Species,Ochrosia mulsantii,80528-1,1.0,1.0,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],23.7549991607666,208.01725006103496,26.2824993133545,21.040499687194803,1241.7456665039049,53.781623840332045,577.259735107422,131.701629638672,51.3241004943848,43.7174987792969,1.38336479663849,207.0,53.523811340332,429.355560302734,2011.5,62.7142868041992,21.375,-20.88333,164.5575,1.0,"[0, 3, 2, 1]",0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0268784361637141,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
321,Ochrosia nakaiana,80530-1,Apocynaceae,Ochrosia,Species,Ochrosia nakaiana,80530-1,1.0,1.0,,0.0,,,0.0,0.0,0.0,0.0,['OGA'],22.8994998931885,336.824493408203,26.9922504425049,18.4340000152588,1350.33996582031,27.4645004272461,424.33349609375,203.442245483398,1.53739607334137,12.7924995422363,0.753319263458252,,60.6666679382324,527.333312988281,5216.0,61.0,34.25,27.07275,142.21564999999998,0.0,[0],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0268784361637141,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
324,Ochrosia silvatica,80545-1,Apocynaceae,Ochrosia,Species,Ochrosia silvatica,80545-1,1.0,1.0,,0.0,,,0.0,0.0,0.0,0.0,['NWC'],21.9492492675781,211.647247314453,24.6280002593994,19.2417507171631,1608.62670898438,42.97100067138671,651.478759765625,194.270492553711,222.847640991211,140.205001831055,4.05791759490967,251.8645858764645,53.523811340332,443.590270996094,925.625,68.0714263916016,23.59375,-22.166005,166.4733,1.0,"[1, 3, 2]",0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0268784361637141,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
325,Ochrosia vitiensis,80554-1,Apocynaceae,Ochrosia,Species,Ochrosia vitiensis,80554-1,1.0,1.0,,0.0,,,0.0,0.0,1.0,0.0,"['FIJ', 'TON']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0268784361637141,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
340,Parsonsia heterophylla,80926-1,Apocynaceae,Parsonsia,Species,Parsonsia heterophylla,80926-1,1.0,1.0,,0.0,,,0.0,0.0,0.0,1.0,"['NZN', 'NZS']",11.3197498321533,319.1436309814455,15.2377500534058,6.90024995803833,1702.2944946289049,15.9125003814697,517.040985107422,336.054870605469,298.8642578125,343.48750305175747,3.95923280715942,411.395843505859,52.625,1125.0,889.0,110.0,28.5625,-41.087885,174.6562,15.0,"[15, 0, 16, 29]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0525351252290775,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
374,Plumeria sericifolia,204004-2,Apocynaceae,Plumeria,Species,Plumeria sericifolia,204004-2,1.0,1.0,,0.0,,,0.0,0.0,0.0,0.0,['CUB'],24.82387542724605,193.510498046875,27.136624336242647,22.24075031280515,1364.46875,60.28337478637695,564.272766113281,124.2722473144532,40.925208091735854,97.19375276565547,1.665791293606163,374.3869171142575,64.80357360839841,421.7276763916015,927.375,60.1026782989502,28.375,22.2057,-81.240995,3.0,"[2, 3]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0122174709835064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
