,Accepted_Name,Accepted_ID,Family,Genus,Accepted_Rank,Accepted_Species,Accepted_Species_ID,Tested_for_Alkaloids,Alkaloids,Antimalarial_Use,In_Malarial_Region,Common_Name,Medicinal,Wiki_Page,native_tdwg3_codes,bio1,bio4,bio10,bio11,bio12,bio15,bio16,bio17,brkl_elevation,elevation,slope,soil_nitrogen,soil_ph,soil_soc,soil_depth,soil_ocs,soil_water_cap,latitude,longitude,kg_mode,kg_all,Poisonous,Richness,Emergence,herb,liana,shrub,subshrub,succulent,tree,Activity_Antimalarial
91,Aspidosperma ulei,22079-2,Apocynaceae,Aspidosperma,Species,Aspidosperma ulei,22079-2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,"['BZN', 'BZE', 'GUY', 'SUR', 'VEN']",25.1035003662109,64.4560012817383,25.9354991912842,24.3212509155273,2162.22143554688,68.7617492675781,1044.87805175781,152.918502807617,311.476440429688,273.777496337891,1.1899002790451,162.95832824707,48.5,218.0,2408.75,47.1875,18.75,2.45,-59.1,2.0,"[1, 2, 3]",0.0,0.047648136835675,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
105,Callichilia barteri,77635-1,Apocynaceae,Callichilia,Species,Callichilia barteri,77635-1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,"['BEN', 'CMN', 'CON', 'NGA', 'TOG', 'ZAI']",26.5452499389648,119.5432510375975,27.9965000152588,24.960750579834,1251.31604003906,67.7314987182617,573.587615966797,52.603376388549805,93.5207748413086,99.26124954223636,0.572783470153809,164.29167175293,59.3020820617676,221.489585876465,13515.5,35.769229888916,16.5,6.797893,2.587329,3.0,"[3, 2, 1]",1.0,0.0036652412950519,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
107,Calotropis gigantea,95173-1,Apocynaceae,Calotropis,Species,Calotropis gigantea,95173-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"['ASS', 'BAN', 'CBD', 'CHC', 'CHS', 'EHM', 'CHH', 'IND', 'JAW', 'LDV', 'LAO', 'MLY', 'MDV', 'MYA', 'NEP', 'SRL', 'SUL', 'THA', 'VIE']",26.2032508850098,193.466995239258,28.1590003967285,22.8577499389648,1153.24645996094,84.5287475585938,616.039489746094,37.1152496337891,171.878112792969,172.300003051758,0.555307626724243,157.47917175293,64.2424240112305,196.9972229003905,4951.041748046875,43.2857131958008,23.90625,12.91964,78.18116,3.0,"[0, 3, 6, 2, 11, 1, 14, 4, 12, 29, 22, 15]",1.0,0.0018326206475259,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
108,Calotropis procera,1004515-2,Apocynaceae,Calotropis,Species,Calotropis procera,1004515-2,0.0,,1.0,1.0,1.0,1.0,1.0,"['AFG', 'ALG', 'ASS', 'BAN', 'BEN', 'BKN', 'CBD', 'CMN', 'CNY', 'CVI', 'CAF', 'CHA', 'CON', 'DJI', 'EHM', 'EGY', 'ERI', 'ETH', 'GAM', 'GHA', 'GUI', 'GNB', 'GGI', 'GST', 'IND', 'IRN', 'IVO', 'KEN', 'KUW', 'LBS', 'LBY', 'MLW', 'MLI', 'MTN', 'MOR', 'MOZ', 'MYA', 'NEP', 'NGR', 'NGA', 'OMA', 'PAK', 'PAL', 'SAU', 'SEN', 'SIE', 'SIN', 'SOC', 'SOM', 'SUD', 'TAN', 'THA', 'TUN', 'UGA', 'VIE', 'WSA', 'YEM', 'ZAM', 'ZAI', 'ZIM']",26.607250213623,279.9267578125,30.036750793457,22.2644996643066,748.212768554688,112.40950012207,462.114501953125,5.81624984741211,204.027694702148,204.199996948242,0.411471664905548,74.0625,68.1458358764648,85.8958358764648,3282.25,25.1875,17.625,-14.103185,77.796505,3.0,"[6, 4, 3, 1, 2, 14, 11, 0, 9, 5, 7, 8, 12, 15, 29]",1.0,0.0018326206475259,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
114,Carissa spinarum,77756-1,Apocynaceae,Carissa,Species,Carissa spinarum,77756-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"['ALD', 'AND', 'ANG', 'BAN', 'BEN', 'BOT', 'BKN', 'BUR', 'CBD', 'CMN', 'CVI', 'CPV', 'CAF', 'CHA', 'CHC', 'COM', 'CON', 'DJI', 'EHM', 'EGY', 'ERI', 'ETH', 'GHA', 'GUI', 'GNB', 'IND', 'IVO', 'KEN', 'LAO', 'MDG', 'MLW', 'MLI', 'MAU', 'MOZ', 'MYA', 'NAM', 'NEP', 'NWC', 'NWG', 'NSW', 'NCB', 'NGA', 'TVL', 'NTA', 'OMA', 'PAK', 'QLD', 'ROD', 'RWA', 'REU', 'SAU', 'SEN', 'SEY', 'SOC', 'SOM', 'SRL', 'SUD', 'TAN', 'THA', 'TOG', 'UGA', 'VIE', 'WHM', 'WAU', 'YEM', 'ZAM', 'ZAI', 'ZIM']",26.0837497711182,338.196258544922,28.9925003051758,20.6027498245239,799.3443603515625,105.034122467041,484.1503753662105,12.3684997558594,237.883651733398,234.9024963378905,0.623880624771118,84.9375,65.8958358764648,114.3125,2484.25,29.125,18.8125,-17.476955,132.93065,6.0,"[6, 11, 4, 2, 3, 14, 1, 0, 12, 9, 15, 7, 5, 29]",1.0,0.0054978619425778,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
115,Cascabela thevetia,47927-2,Apocynaceae,Cascabela,Species,Cascabela thevetia,47927-2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"['AGE', 'BLZ', 'BOL', 'BZN', 'BZL', 'BZC', 'CLM', 'COS', 'ECU', 'ELS', 'FRG', 'GUA', 'GUY', 'HON', 'MXC', 'MXE', 'MXN', 'MXT', 'MXS', 'NIC', 'PAN', 'PAR', 'PER', 'SUR', 'VEN']",23.3780002593994,191.908493041992,26.1557502746582,20.5900001525879,1286.43725585938,72.5374984741211,611.306274414062,79.0947494506836,193.060943603516,209.089996337891,1.34598636627197,247.589736938477,63.4444427490234,308.979156494141,2085.5,55.3125,25.4375,17.9333,-75.69203,3.0,"[0, 9, 3, 1, 11, 6, 14, 2, 15, 4, 12, 8, 7, 29]",1.0,0.0036652412950519,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
120,Catharanthus roseus,77880-1,Apocynaceae,Catharanthus,Species,Catharanthus roseus,77880-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,['MDG'],24.3705005645752,266.360748291016,27.2945003509521,19.9332504272461,1332.16723632812,72.8977508544922,656.445251464844,73.1657485961914,107.836563110352,115.900001525879,0.563755512237549,219.461112976074,62.6666679382324,273.666656494141,2838.75,47.2000007629395,24.0625,18.90722,73.94205,3.0,"[3, 4, 9, 1, 6, 2, 0, 11, 14, 12, 15, 29, 7, 8, 26, 27, 5, 18, 21]",1.0,0.0054978619425778,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
123,Caudanthera sinaica,986775-1,Apocynaceae,Caudanthera,Species,Caudanthera sinaica,986775-1,0.0,,0.0,1.0,0.0,0.0,0.0,"['PAL', 'SAU', 'SIN', 'SUD']",23.1700000762939,571.827270507812,29.8239994049072,15.8144998550415,307.983489990234,109.969497680664,203.359756469727,1.1102499961853,-197.56787109375,-180.975006103516,2.57702469825745,95.7916641235352,78.5833358764648,81.5833358764648,4621.0,25.2000007629395,20.125,31.37,35.34,4.0,"[4, 6]",0.0,0.0024434941967012,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
131,Chilocarpus costatus,77967-1,Apocynaceae,Chilocarpus,Species,Chilocarpus costatus,77967-1,0.0,,0.0,1.0,0.0,0.0,0.0,"['BOR', 'MLY', 'MYA', 'SUM', 'THA']",26.06162548065189,40.47162437438965,26.866125106811506,25.27475070953365,2745.978515625,28.3543748855591,919.90625,430.8658752441405,121.858726501465,142.0499954223635,2.29717755317688,286.23957824707054,50.5625,523.875015258789,1572.625,54.6875,25.375,4.208333,102.475,1.0,"[2, 1]",0.0,0.0085522296884544,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
135,Condylocarpon isthmicum,1190728-2,Apocynaceae,Condylocarpon,Species,Condylocarpon isthmicum,1190728-2,0.0,,0.0,1.0,0.0,0.0,0.0,"['AGE', 'BZE', 'BZS', 'BZL', 'BZC', 'PAR', 'URU']",20.6180000305176,254.471755981445,23.3155002593994,17.0982494354248,1694.6465454101549,40.4627494812012,632.6348571777345,195.046493530273,674.459808349609,665.8175048828125,1.587427258491515,226.77082824707,52.9166679382324,266.590270996094,1569.625,54.533332824707,23.0,-23.45,-49.076665,14.0,"[14, 12, 11, 1, 3, 2, 15, 0, 7]",0.0,0.0042761148442272,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
145,Cryptolepis nigrescens,77158572-1,Apocynaceae,Cryptolepis,Species,Cryptolepis nigrescens,77158572-1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,"['ANG', 'BEN', 'BKN', 'CMN', 'CAF', 'CHA', 'CON', 'EQG', 'GAB', 'GHA', 'GUI', 'GNB', 'GGI', 'IVO', 'LBR', 'MLI', 'NGA', 'SEN', 'SIE', 'TOG', 'UGA', 'ZAI']",26.8055000305176,126.841499328613,28.4424991607666,25.1022491455078,1148.81274414062,62.4729995727539,467.811737060547,50.7227516174316,50.6315803527832,80.6524963378906,0.577280759811401,157.70832824707,62.2888870239258,222.89582824707,14089.5,45.5,21.1875,6.969348,2.17162,3.0,"[3, 0, 2, 1, 9]",1.0,0.0213805742211362,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
147,Cryptolepis sanguinolenta,95951-1,Apocynaceae,Cryptolepis,Species,Cryptolepis sanguinolenta,95951-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"['ANG', 'BEN', 'BKN', 'CMN', 'CAF', 'GHA', 'GUI', 'GNB', 'IVO', 'LBR', 'MLI', 'NGA', 'SEN', 'SIE', 'TAN', 'UGA', 'ZAI']",26.5258750915527,121.888496398926,28.05300045013425,24.85599994659425,1270.38739013672,75.6992492675781,703.021118164063,19.3237495422363,109.9972305297855,147.080001831055,0.440247789025307,159.77082824707,55.25,224.45832824707,13438.75,42.75,19.8125,7.6739165,-3.658165,3.0,"[3, 2, 4, 0, 6]",1.0,0.0213805742211362,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
160,Desmidorchis penicillata,986779-1,Apocynaceae,Desmidorchis,Species,Desmidorchis penicillata,986779-1,0.0,,0.0,1.0,1.0,1.0,0.0,"['DJI', 'ERI', 'ETH', 'OMA', 'SAU', 'SOM', 'SUD', 'YEM']",23.4537506103516,411.1875,28.449749946594203,17.263500213623,206.6010055541995,69.7672500610352,102.16412353515628,13.364125251770052,973.542938232422,1024.16003417969,3.42787313461304,101.41666793823252,81.2604141235352,106.1250038146974,4141.0,20.5,18.875,16.7675,39.25,4.0,"[4, 6]",1.0,0.0085522296884544,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
161,Desmidorchis retrospiciens,96827-1,Apocynaceae,Desmidorchis,Species,Desmidorchis retrospiciens,96827-1,0.0,,0.0,1.0,0.0,1.0,0.0,"['ALG', 'BKN', 'CHA', 'DJI', 'ERI', 'ETH', 'GHA', 'KEN', 'MLI', 'MTN', 'MOR', 'NGR', 'NGA', 'OMA', 'SAU', 'SEN', 'SOM', 'SUD', 'UGA', 'YEM']",27.2514991760254,353.372741699219,31.4615001678467,23.7495002746582,276.917236328125,88.2717514038086,191.143493652344,13.2954998016357,500.695281982422,504.677490234375,1.48576259613037,110.686698913574,77.93055725097655,115.625,6093.5,19.8125,21.09375,11.75,39.95,4.0,"[0, 3, 4, 6]",1.0,0.0085522296884544,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
163,Diplorhynchus condylocarpon,78310-1,Apocynaceae,Diplorhynchus,Species,Diplorhynchus condylocarpon,78310-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"['ANG', 'BOT', 'CPV', 'CON', 'MLW', 'MOZ', 'NAM', 'TVL', 'TAN', 'ZAM', 'ZAI']",22.2657508850098,210.945251464844,24.5502490997314,18.6485004425049,986.609985351562,93.7337493896484,552.8759765625,13.6529998779297,923.193908691406,914.58251953125,1.80625402927399,110.0,59.71875,137.688888549805,5632.5,36.375,16.6875,-14.06667,32.5,3.0,"[6, 12, 3, 11, 7, 4]",1.0,0.0006108735491753,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
168,Dyera costulata,78323-1,Apocynaceae,Dyera,Species,Dyera costulata,78323-1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,"['BOR', 'MLY', 'SUM', 'THA']",26.1127490997314,36.0687484741211,26.5137500762939,25.6307506561279,2984.3740234375,20.5044994354248,936.664001464844,541.588745117188,93.3019409179688,111.757499694824,1.50004482269287,280.5,49.125,706.166687011719,1350.0,56.6153831481934,26.75,1.4,104.75,1.0,[1],1.0,0.0012217470983506,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
176,Funtumia africana,79098-1,Apocynaceae,Funtumia,Species,Funtumia africana,79098-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"['ANG', 'BEN', 'CAB', 'CMN', 'CAF', 'CON', 'GAB', 'GAM', 'GHA', 'GUI', 'GNB', 'GGI', 'IVO', 'KEN', 'LBR', 'MLW', 'MOZ', 'NGA', 'SEN', 'SIE', 'TAN', 'TOG', 'UGA', 'ZAI', 'ZIM']",23.9804992675781,102.008247375488,25.3159999847412,22.929500579834,1964.2001953125,65.6437530517578,857.600219726562,66.2454986572266,472.185607910156,449.297485351562,1.460369348526,246.23957824707,52.4375,323.0,8140.75,55.65625,23.5625,5.4,2.608439,2.0,"[3, 2, 1, 0, 15, 11]",1.0,0.0012217470983506,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
177,Funtumia elastica,79099-1,Apocynaceae,Funtumia,Species,Funtumia elastica,79099-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"['BEN', 'CAB', 'CMN', 'CAF', 'CON', 'EQG', 'GAB', 'GHA', 'GUI', 'GGI', 'IVO', 'LBR', 'NGA', 'SEN', 'SIE', 'SUD', 'TAN', 'UGA', 'ZAI']",25.0820007324219,88.7675018310547,26.0852508544922,23.92025089263916,1644.19549560547,56.67912483215335,644.8896484375,92.4802474975586,227.21052551269548,222.154998779297,0.741553485393524,203.052085876465,53.30138969421385,282.083343505859,9829.0,46.875,20.5625,4.9346665000000005,9.33333,3.0,"[3, 2, 1, 0]",1.0,0.0012217470983506,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
179,Geissospermum argenteum,108063-2,Apocynaceae,Geissospermum,Species,Geissospermum argenteum,108063-2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"['BOL', 'BZN', 'FRG', 'GUY', 'SUR', 'VEN']",25.8707504272461,67.2789993286133,26.8362503051758,25.2070007324219,2336.51123046875,50.8344993591309,998.126770019531,223.525253295898,157.274230957031,159.740005493164,0.604351401329041,183.41667175293,45.8125,235.205123901367,2850.25,47.625,22.3125,1.65,-56.84144,1.0,"[1, 2]",0.0,0.0030543677458766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
180,Geissospermum laeve,79123-1,Apocynaceae,Geissospermum,Species,Geissospermum laeve,79123-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"['BOL', 'BZN', 'BZE', 'BZL', 'ECU', 'FRG', 'GUY', 'PER', 'SUR', 'VEN']",24.9977493286133,84.5315017700195,26.2802505493164,24.3472499847412,2115.49975585938,51.3787498474121,844.484008789062,189.84375,131.875350952148,125.367500305176,0.964578866958618,244.27082824707,48.5555572509766,320.5,3040.5,50.4375,22.125,-3.92,-52.18,1.0,"[3, 1, 2, 14]",1.0,0.0030543677458766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
182,Geissospermum sericeum,1006780-1,Apocynaceae,Geissospermum,Species,Geissospermum sericeum,1006780-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"['BOL', 'BZN', 'BZE', 'FRG', 'GUY', 'SUR', 'VEN']",25.9487495422363,70.3122482299805,26.8362503051758,25.2119998931885,2399.66796875,54.9210014343262,1053.40295410156,212.039505004883,107.595565795898,127.004997253418,0.708850264549255,200.85417175293,46.1041679382324,247.29167175293,3040.5,48.1111106872559,22.5625,-1.32249,-54.19167,2.0,"[2, 1, 3]",1.0,0.0030543677458766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
185,Gomphocarpus fruticosus,97610-1,Apocynaceae,Gomphocarpus,Species,Gomphocarpus fruticosus,97610-1,0.0,,0.0,1.0,1.0,1.0,1.0,"['ANG', 'BOT', 'CPP', 'CPV', 'DJI', 'ERI', 'ETH', 'OFS', 'KEN', 'NAT', 'LES', 'MLW', 'MOZ', 'NAM', 'TVL', 'OMA', 'SAU', 'SOM', 'SUD', 'SWZ', 'UGA', 'YEM', 'ZAM', 'ZIM']",17.0552501678467,417.266998291016,22.1900005340576,11.2132501602173,804.244750976562,27.9997501373291,276.619750976562,129.892242431641,200.174514770508,220.477493286133,1.70133590698242,211.77082824707,60.7083320617676,270.809509277344,1772.0,49.0,20.25,-32.12853,150.848,14.0,"[6, 5, 15, 12, 9, 8, 14, 0, 7, 11, 3, 26, 4, 2, 29]",1.0,0.0122174709835064,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
186,Gomphocarpus semilunatus,97692-1,Apocynaceae,Gomphocarpus,Species,Gomphocarpus semilunatus,97692-1,0.0,,1.0,1.0,0.0,1.0,0.0,"['ANG', 'BUR', 'CMN', 'CAF', 'CON', 'ETH', 'KEN', 'NGA', 'RWA', 'SUD', 'TAN', 'UGA', 'ZAM', 'ZAI']",20.6735000610352,55.6447486877441,21.4650001525879,19.7472496032715,1413.76977539062,44.5724983215332,511.109008789062,135.893249511719,1428.24096679688,1389.10498046875,1.19506931304932,229.79167175293,55.7916679382324,282.083343505859,5172.0,63.1875,25.0625,-0.683333,31.54111,3.0,"[1, 6, 3, 2, 15, 9]",1.0,0.0122174709835064,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
188,Gongronema napalense,97744-1,Apocynaceae,Gongronema,Species,Gongronema napalense,97744-1,0.0,,0.0,1.0,0.0,1.0,0.0,"['ASS', 'BAN', 'CHC', 'CHS', 'EHM', 'CHH', 'IND', 'LAO', 'MYA', 'NEP', 'CHT', 'VIE', 'WHM']",13.4392499923706,422.631500244141,18.2024993896484,7.47275018692017,1644.23352050781,66.1269989013672,780.908264160156,95.6597518920898,2232.23828125,2164.51000976562,13.4183073043823,500.333343505859,56.5833320617676,470.0625,1713.75,70.375,25.375,25.28861,98.8125,12.0,"[12, 2]",0.0,0.0061087354917532,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
190,Gonioma malagasy,79134-1,Apocynaceae,Gonioma,Species,Gonioma malagasy,79134-1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,['MDG'],22.5067501068115,245.599746704102,24.9247493743896,18.7355003356934,756.639526367188,104.817749023438,499.070251464844,12.6990003585815,590.562316894531,580.212524414062,1.90856778621674,106.6875,65.875,183.6875,3655.75,42.625,15.75,-22.8,44.53333,6.0,"[3, 6, 11]",0.0,0.0012217470983506,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
194,Gymnema inodorum,98176-1,Apocynaceae,Gymnema,Species,Gymnema inodorum,98176-1,0.0,,0.0,1.0,0.0,1.0,1.0,"['AND', 'ASS', 'BAN', 'BOR', 'CHC', 'CHS', 'EHM', 'CHH', 'IND', 'JAW', 'MLY', 'MYA', 'NEP', 'PHI', 'THA', 'VIE', 'WHM']",20.7407493591309,361.123504638672,24.1727504730225,14.8767499923706,1824.24072265625,75.239501953125,966.789489746094,75.9727478027344,928.84765625,852.402526855469,4.83294773101807,257.75,56.25,287.666656494141,1379.5,57.5625,25.375,22.79219,105.3347,11.0,"[1, 2, 11, 12, 3]",0.0,0.0207697006719609,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
196,Gymnema sylvestre,60454719-2,Apocynaceae,Gymnema,Species,Gymnema sylvestre,60454719-2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,"['ANG', 'ASS', 'BAN', 'BEN', 'BOT', 'BKN', 'BUR', 'CBD', 'CMN', 'CPP', 'CPV', 'CAF', 'CHA', 'CHC', 'CHS', 'COM', 'CON', 'ERI', 'ETH', 'GAB', 'GHA', 'GUI', 'GNB', 'CHH', 'IND', 'IVO', 'KEN', 'NAT', 'LAO', 'MDG', 'MLW', 'MLY', 'MLI', 'MTN', 'MOZ', 'NAM', 'NNS', 'NGR', 'NGA', 'TVL', 'NTA', 'QLD', 'RWA', 'SAU', 'SEN', 'SRL', 'SUD', 'TAI', 'TAN', 'TOG', 'UGA', 'VIE', 'WAU', 'YEM', 'ZAM', 'ZAI', 'ZIM']",23.269000053405748,283.10986328125,27.6512508392334,18.9717502593994,1314.22076416016,73.91374969482425,695.2330017089845,55.7437515258789,203.2963943481445,181.9362487792965,0.831028461456299,165.048614501953,59.6666679382324,221.04911041259749,2934.25,45.5,21.625,12.21512,46.124995,3.0,"[14, 11, 3, 6, 1, 4, 0, 12, 2, 15]",1.0,0.0207697006719609,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
198,Hancornia speciosa,328991-2,Apocynaceae,Hancornia,Species,Hancornia speciosa,328991-2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,"['BOL', 'BZN', 'BZE', 'BZS', 'BZL', 'BZC', 'PAR', 'PER']",24.9745006561279,109.379249572754,26.29075050354,23.2032508850098,1492.18701171875,76.6427536010742,722.907470703125,37.2270011901855,411.113586425781,405.429992675781,1.05318260192871,149.91667175293,53.84930610656736,194.545455932617,3050.25,44.6875,18.9375,-13.33333,-46.54722,3.0,"[3, 1, 0, 14, 11, 6, 2, 12, 15]",0.0,0.0006108735491753,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
201,Hemidesmus indicus,60443873-2,Apocynaceae,Hemidesmus,Species,Hemidesmus indicus,60443873-2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,"['ASS', 'BAN', 'CBD', 'EHM', 'IND', 'LAO', 'MLY', 'MYA', 'PAK', 'SRL', 'VIE']",26.3775005340576,188.647506713867,28.1229991912842,23.4909992218018,1689.47619628906,96.702751159668,926.257019042969,23.7952499389648,192.196670532227,137.884994506836,0.862852692604065,222.4375,62.1875,230.16667175293,5358.75,52.8125,25.25,13.17098,76.92609,3.0,"[1, 2, 6, 0, 3, 12]",1.0,0.0006108735491753,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
203,Himatanthus articulatus,122688-2,Apocynaceae,Himatanthus,Species,Himatanthus articulatus,122688-2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"['BOL', 'BZN', 'BZE', 'BZL', 'BZC', 'CLM', 'ECU', 'FRG', 'GUY', 'PAN', 'PER', 'SUR', 'VEN']",25.5294990539551,73.2699966430664,26.5160007476807,24.5377502441406,2399.66796875,54.3612518310547,1021.46374511719,184.803253173828,204.360107421875,201.352493286133,0.505838453769684,193.380950927734,49.9555549621582,254.9375,2961.5,48.75,22.0625,2.42,-66.03,2.0,"[1, 3, 2, 15, 29, 6, 0, 12]",0.0,0.0054978619425778,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
207,Himatanthus obovatus,122692-2,Apocynaceae,Himatanthus,Species,Himatanthus obovatus,122692-2,0.0,,0.0,1.0,0.0,0.0,1.0,"['BOL', 'BZN', 'BZE', 'BZL', 'BZC', 'GUY']",24.8917503356934,115.66774749755852,26.28412532806395,23.21562480926515,1492.520751953125,78.5252532958984,746.211975097656,30.1582498550415,445.1717376708985,465.410003662109,1.08648562431335,147.427085876465,54.3055572509766,186.77082824707,2697.125,43.625,18.6875,-14.14,-48.047225,3.0,"[3, 6, 11, 12, 1, 2, 14, 0]",1.0,0.0054978619425778,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
214,Holarrhena pubescens,79318-1,Apocynaceae,Holarrhena,Species,Holarrhena pubescens,79318-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"['ASS', 'BAN', 'CBD', 'CHC', 'EHM', 'IND', 'KEN', 'LAO', 'MLW', 'MOZ', 'MYA', 'NEP', 'TVL', 'PAK', 'TAN', 'THA', 'VIE', 'WHM', 'ZAM', 'ZAI', 'ZIM']",24.105375289917,186.7096252441405,26.3912506103516,21.290875434875502,1196.38427734375,91.36287307739256,678.051025390625,22.7882499694824,515.1578979492185,486.644989013672,1.67018055915833,140.5625,58.875,172.30448913574202,6691.25,43.6666679382324,21.03125,-4.7118125,39.08058,3.0,"[3, 6, 1, 11, 2, 12, 29]",1.0,0.0030543677458766,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
220,Hunteria umbellata,79368-1,Apocynaceae,Hunteria,Species,Hunteria umbellata,79368-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"['BEN', 'CAB', 'CMN', 'CAF', 'CON', 'GAB', 'GHA', 'GUI', 'GNB', 'IVO', 'LBR', 'NGA', 'SEN', 'SIE', 'ZAI']",25.6595001220703,102.266998291016,26.9357490539551,24.3417491912842,1728.70471191406,65.7217483520508,734.174011230469,80.2154998779297,96.7396087646484,100.17749786377,0.543000459671021,199.71110534668,51.75,254.83332824707,11980.75,43.8666648864746,18.9375,6.066667,2.449387,3.0,"[3, 2, 1, 0]",1.0,0.0073304825901038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
221,Hunteria zeylanica,79369-1,Apocynaceae,Hunteria,Species,Hunteria zeylanica,79369-1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,"['AND', 'CBD', 'CHH', 'IND', 'KEN', 'LAO', 'MLY', 'MOZ', 'MYA', 'NCB', 'SOM', 'SRL', 'SUM', 'TAN', 'THA', 'VIE']",25.7665004730225,129.949996948242,27.4409999847412,24.1825008392334,1308.33996582031,66.2962493896484,648.047485351562,85.3190002441406,130.354568481445,96.1975021362305,1.13593673706055,185.800003051758,56.8444442749023,255.888885498047,5302.5,49.5,21.0625,3.216667,98.83333,3.0,"[2, 1, 3, 11, 6]",1.0,0.0073304825901038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
225,Kanahia laniflora,98887-1,Apocynaceae,Kanahia,Species,Kanahia laniflora,98887-1,0.0,,0.0,1.0,1.0,1.0,0.0,"['ANG', 'BEN', 'CMN', 'CAF', 'ERI', 'ETH', 'IVO', 'KEN', 'MOZ', 'NGA', 'TVL', 'SAU', 'SOM', 'SUD', 'TAN', 'UGA', 'YEM', 'ZAM', 'ZIM']",24.2045001983643,141.85250091552751,26.6077499389648,22.2006254196167,1097.38452148438,68.4759979248047,481.4393768310545,38.5587501525879,321.033233642578,356.8912506103515,0.905787825584412,135.09375,62.84375,184.20832824707,8382.375,35.5625,19.28125,5.2666635,29.497395,3.0,"[6, 3, 4, 2, 12, 11]",0.0,0.0012217470983506,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
230,Kopsia dasyrachis,79494-1,Apocynaceae,Kopsia,Species,Kopsia dasyrachis,79494-1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,['BOR'],24.695625305175803,43.360124588012695,25.21974945068355,24.0592498779297,2638.97192382812,14.210000038146951,790.2846069335935,539.9688720703125,329.164825439453,335.5237426757815,3.6414715051651,317.41667175292946,51.5104179382324,652.34375,774.125,63.25,25.0,4.9933335,117.70835,1.0,[1],0.0,0.0146609651802076,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
