Accepted_Name,In_Malarial_Region,Common_Name,Poisonous,Medicinal,Wiki_Page,Antimalarial_Use,Emergence,Tested_for_Alkaloids,herb,liana,succulent,shrub,subshrub,tree,bio1,bio4,bio10,bio11,bio12,bio15,bio16,bio17,brkl_elevation,elevation,slope,soil_nitrogen,soil_ph,soil_depth,soil_ocs,soil_water_cap,latitude,longitude,Family,Genus,kg_mode,Activity_Antimalarial,selected,P(s|x),weight
Alyxia stellata,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.7287502288818,113.81600189209,25.52312564849855,21.7600002288818,2081.89282226562,40.6295013427734,764.090515136719,290.8428649902345,58.9238224029541,57.4199981689453,1.8518226146698,391.0,55.5,2246.5,69.0,27.625,-16.046586,-151.4,Apocynaceae,Alyxia,1.0,0.0,1,0.03285851056786982,30.43351578381749
Amphineurion marginatum,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.5761241912842,120.814750671387,27.8576250076294,24.8417491912842,1827.46130371094,77.4886245727539,861.560485839844,50.9689998626709,137.66204833984352,122.65749740600548,1.643851339817045,203.037033081055,56.9375,5554.0,53.15625,23.6875,12.6217835,101.5968335,Apocynaceae,Amphineurion,3.0,0.0,1,0.48505078893418,2.0616397763156655
Apteranthes tuberculata,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,Apocynaceae,Apteranthes,,0.0,1,0.040444050139606925,24.72551578163282
Aspidosperma cylindrocarpon,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,22.2924995422363,170.675750732422,24.1494998931885,19.8832492828369,1450.72448730469,62.5807495117188,673.608520507812,103.638000488281,610.470886230469,637.6875,1.32085800170898,169.933334350586,53.8222236633301,1785.25,48.9333343505859,21.1875,-17.33861,-57.3656,Apocynaceae,Aspidosperma,3.0,0.0,1,0.25730528909303957,3.8864339070714085
Aspidosperma desmanthum,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.2455005645752,56.1785011291504,25.9095001220703,24.2447490692139,3037.94116210938,46.2159996032715,1093.77294921875,283.858764648438,183.083099365234,169.054992675781,0.889556109905243,251.622222900391,49.523811340332,2687.0,55.5357151031494,23.5,3.09,-73.24722,Apocynaceae,Aspidosperma,1.0,1.0,1,0.7918863724423342,1.26280743652123
Aspidosperma excelsum,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.2792491912842,57.0398750305176,25.868249893188448,24.4207496643066,2766.53784179688,44.21262359619145,1065.9193725585951,290.6566314697265,174.7686996459965,168.470001220703,0.505838453769684,216.08332824707,47.0625,2453.91662597656,51.1875,22.3125,0.9375,-68.183335,Apocynaceae,Aspidosperma,1.0,1.0,1,0.6831773601885035,1.4637487397475792
Aspidosperma macrocarpon,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24.1065006256104,109.222999572754,25.44587516784665,22.5602502822876,1536.43634033203,78.61312484741211,753.116516113281,28.3257503509521,605.583099365234,629.302490234375,1.25608861446381,148.59375,53.3854160308838,2717.25,44.6875,19.5625,-14.558195,-48.03472,Apocynaceae,Aspidosperma,3.0,1.0,1,0.28078722720786237,3.5614155599026436
Aspidosperma megalocarpon,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24.9932498931885,161.814254760742,26.6277503967285,23.0712509155273,2365.39916992188,62.3847503662109,1057.87353515625,166.057754516602,246.728530883789,267.0625,2.65494275093079,302.333343505859,57.2564086914062,578.25,61.0,26.375,16.3333,-90.9646,Apocynaceae,Aspidosperma,2.0,1.0,1,0.6418343291393874,1.5580344562449067
Aspidosperma nigricans,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24.3490009307861,140.125,25.8684997558594,22.3462505340576,1034.46569824219,41.5475006103516,532.450744628906,99.5222473144531,262.232696533203,338.105010986328,1.59222435951233,215.1875,60.8125,2457.0,40.125,18.125,-12.16167,-39.12028,Apocynaceae,Aspidosperma,3.0,0.0,1,0.30916170257195347,3.2345532828965537
Aspidosperma oblongum,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.4584999084473,63.1002502441406,26.4317493438721,24.8587493896484,2564.52099609375,48.6875,1020.47052001953,225.838500976562,146.922439575195,144.550003051758,1.05629062652588,246.375,46.0416679382324,3222.5,51.6875,23.0,4.05,-53.36583,Apocynaceae,Aspidosperma,1.0,1.0,1,0.5934078640339616,1.685181576802913
Aspidosperma olivaceum,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19.6644992828369,214.498992919922,22.2232494354248,16.7285003662109,1748.11376953125,61.1052513122559,826.724487304688,135.333999633789,790.005554199219,822.60498046875,2.47742080688477,244.27082824707,51.26825332641605,1844.75,59.024999618530245,22.875,-22.70558,-46.25,Apocynaceae,Aspidosperma,14.0,1.0,1,0.14065167468540943,7.109762484070412
Aspidosperma parvifolium,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24.2679996490479,131.226257324219,25.5860004425049,22.3457508087158,1516.48352050781,58.3255004882812,631.840759277344,113.924247741699,337.15234375,349.290008544922,1.43789541721344,198.52082824707,53.7916679382324,2512.75,48.0,21.4375,-12.76667,-47.74783,Apocynaceae,Aspidosperma,3.0,1.0,1,0.9190054247633208,1.088132858690729
Aspidosperma polyneuron,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24.6089992523193,81.0502471923828,26.0282497406006,23.1095008850098,1442.99829101562,57.6074981689453,632.078735351562,111.057502746582,462.274230957031,393.882507324219,1.91260087490082,202.255950927734,56.230770111084,2756.75,49.6666679382324,24.8125,4.282571,-72.54048,Apocynaceae,Aspidosperma,3.0,1.0,1,0.9055943300146219,1.104247196406203
Aspidosperma pyrifolium,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.9837503433228,150.4082489013675,27.608624458313,23.87312507629395,666.3447265625,85.25074768066405,352.79150390625,21.1979999542236,409.437683105469,421.202514648438,0.933906435966492,112.645835876465,62.8333320617676,2457.0,28.375,17.0,-9.1148775,-39.46861,Apocynaceae,Aspidosperma,6.0,0.0,1,0.5087733619607533,1.9655117086832463
Aspidosperma quebracho-blanco,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19.3425006866455,409.729736328125,24.9722499847412,13.763500213623,980.882019042969,71.6470031738281,430.070739746094,44.5032501220703,267.709136962891,274.197509765625,0.326141595840454,146.79167175293,65.7708358764648,2967.0,43.6875,20.625,-26.46,-62.88663,Apocynaceae,Aspidosperma,6.0,1.0,1,0.9106244757522376,1.0981475093494848
Aspidosperma ramiflorum,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,21.3062496185303,219.333999633789,23.6679992675781,18.17987537384035,1512.9814453125,60.1985015869141,690.9309997558595,130.027626037598,595.520751953125,634.9324951171875,1.48580610752106,202.928573608398,53.1025657653809,1268.625,49.9230766296387,21.1875,-22.808335,-47.251715,Apocynaceae,Aspidosperma,14.0,1.0,1,0.30314685680278874,3.2987312174262353
Aspidosperma rigidum,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24.2077503204346,91.3130035400391,25.1725006103516,22.5427494049072,1931.51770019531,47.6732482910156,817.443237304688,180.035751342773,363.204986572266,325.697509765625,2.13952898979187,255.952377319336,53.0,2085.25,57.4375,23.4375,-11.71666,-69.05,Apocynaceae,Aspidosperma,1.0,1.0,1,0.501183463205271,1.9952773254021503
Aspidosperma spruceanum,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.191499710083,81.9612503051758,26.1224994659424,24.3472499847412,2200.048828125,49.3847503662109,915.513732910156,212.039505004883,217.85595703125,217.520004272461,0.75976949930191,199.190475463867,49.2916679382324,2593.25,48.75,21.9375,-3.75,-59.75,Apocynaceae,Aspidosperma,1.0,1.0,1,0.6964329754846164,1.4358883556657336
Aspidosperma subincanum,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24.1137504577637,120.684501647949,25.77174949646,21.9855003356934,1435.302734375,81.4789962768555,734.805725097656,28.7859992980957,505.695281982422,515.227478027344,1.38632798194885,147.41667175293,54.6666679382324,2588.5,46.4375,19.8125,-15.56,-48.12389,Apocynaceae,Aspidosperma,3.0,1.0,1,0.9008584520667123,1.110052303673059
Aspidosperma tomentosum,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.35712432861325,136.337501525879,24.7252492904663,20.9754991531372,1472.25402832031,81.333251953125,734.676239013672,31.99749946594235,682.939086914063,666.739990234375,1.437387108802795,149.77082824707,54.3020839691162,2689.75,46.6448860168457,20.125,-16.471715,-47.93,Apocynaceae,Aspidosperma,3.0,1.0,1,0.9348799532365091,1.0696560521359437
Aspidosperma ulei,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.1035003662109,64.4560012817383,25.9354991912842,24.3212509155273,2162.22143554688,68.7617492675781,1044.87805175781,152.918502807617,311.476440429688,273.777496337891,1.1899002790451,162.95832824707,48.5,2408.75,47.1875,18.75,2.45,-59.1,Apocynaceae,Aspidosperma,2.0,0.0,1,0.6650703210562597,1.5036003988447528
Callichilia barteri,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,26.5452499389648,119.5432510375975,27.9965000152588,24.960750579834,1251.31604003906,67.7314987182617,573.587615966797,52.603376388549805,93.5207748413086,99.26124954223636,0.572783470153809,164.29167175293,59.3020820617676,13515.5,35.769229888916,16.5,6.797893,2.587329,Apocynaceae,Callichilia,3.0,1.0,1,0.8245213572792871,1.212824860352615
Calotropis gigantea,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,26.2032508850098,193.466995239258,28.1590003967285,22.8577499389648,1153.24645996094,84.5287475585938,616.039489746094,37.1152496337891,171.878112792969,172.300003051758,0.555307626724243,157.47917175293,64.2424240112305,4951.041748046875,43.2857131958008,23.90625,12.91964,78.18116,Apocynaceae,Calotropis,3.0,1.0,1,0.9993770777075996,1.0006233105664473
Calotropis procera,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.607250213623,279.9267578125,30.036750793457,22.2644996643066,748.212768554688,112.40950012207,462.114501953125,5.81624984741211,204.027694702148,204.199996948242,0.411471664905548,74.0625,68.1458358764648,3282.25,25.1875,17.625,-14.103185,77.796505,Apocynaceae,Calotropis,3.0,1.0,1,0.9966018088033061,1.0034097782752114
Carissa spinarum,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0837497711182,338.196258544922,28.9925003051758,20.6027498245239,799.3443603515625,105.034122467041,484.1503753662105,12.3684997558594,237.883651733398,234.9024963378905,0.623880624771118,84.9375,65.8958358764648,2484.25,29.125,18.8125,-17.476955,132.93065,Apocynaceae,Carissa,6.0,1.0,1,0.8405646763037159,1.1896764498805519
Cascabela thevetia,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,23.3780002593994,191.908493041992,26.1557502746582,20.5900001525879,1286.43725585938,72.5374984741211,611.306274414062,79.0947494506836,193.060943603516,209.089996337891,1.34598636627197,247.589736938477,63.4444427490234,2085.5,55.3125,25.4375,17.9333,-75.69203,Apocynaceae,Cascabela,3.0,0.0,1,0.8757817161064165,1.141837037253801
Catharanthus roseus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,24.3705005645752,266.360748291016,27.2945003509521,19.9332504272461,1332.16723632812,72.8977508544922,656.445251464844,73.1657485961914,107.836563110352,115.900001525879,0.563755512237549,219.461112976074,62.6666679382324,2838.75,47.2000007629395,24.0625,18.90722,73.94205,Apocynaceae,Catharanthus,3.0,0.0,1,0.662861342014009,1.508611132701816
Caudanthera sinaica,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.1700000762939,571.827270507812,29.8239994049072,15.8144998550415,307.983489990234,109.969497680664,203.359756469727,1.1102499961853,-197.56787109375,-180.975006103516,2.57702469825745,95.7916641235352,78.5833358764648,4621.0,25.2000007629395,20.125,31.37,35.34,Apocynaceae,Caudanthera,4.0,0.0,1,0.03073514061283392,32.53604766598774
Chilocarpus costatus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.06162548065189,40.47162437438965,26.866125106811506,25.27475070953365,2745.978515625,28.3543748855591,919.90625,430.8658752441405,121.858726501465,142.0499954223635,2.29717755317688,286.23957824707054,50.5625,1572.625,54.6875,25.375,4.208333,102.475,Apocynaceae,Chilocarpus,1.0,1.0,1,0.006213568594955603,160.93811224870612
Condylocarpon isthmicum,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20.6180000305176,254.471755981445,23.3155002593994,17.0982494354248,1694.6465454101549,40.4627494812012,632.6348571777345,195.046493530273,674.459808349609,665.8175048828125,1.587427258491515,226.77082824707,52.9166679382324,1569.625,54.533332824707,23.0,-23.45,-49.076665,Apocynaceae,Condylocarpon,14.0,0.0,1,0.0173718139441134,57.56451244625835
Cryptolepis nigrescens,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,26.8055000305176,126.841499328613,28.4424991607666,25.1022491455078,1148.81274414062,62.4729995727539,467.811737060547,50.7227516174316,50.6315803527832,80.6524963378906,0.577280759811401,157.70832824707,62.2888870239258,14089.5,45.5,21.1875,6.969348,2.17162,Apocynaceae,Cryptolepis,3.0,0.0,1,0.8349495951053847,1.1976770883681704
Cryptolepis sanguinolenta,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,26.5258750915527,121.888496398926,28.05300045013425,24.85599994659425,1270.38739013672,75.6992492675781,703.021118164063,19.3237495422363,109.9972305297855,147.080001831055,0.440247789025307,159.77082824707,55.25,13438.75,42.75,19.8125,7.6739165,-3.658165,Apocynaceae,Cryptolepis,3.0,1.0,1,0.843185386406861,1.1859788086003087
Desmidorchis penicillata,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.4537506103516,411.1875,28.449749946594203,17.263500213623,206.6010055541995,69.7672500610352,102.16412353515628,13.364125251770052,973.542938232422,1024.16003417969,3.42787313461304,101.41666793823252,81.2604141235352,4141.0,20.5,18.875,16.7675,39.25,Apocynaceae,Desmidorchis,4.0,1.0,1,0.1040521639654034,9.610564181370536
Desmidorchis retrospiciens,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.2514991760254,353.372741699219,31.4615001678467,23.7495002746582,276.917236328125,88.2717514038086,191.143493652344,13.2954998016357,500.695281982422,504.677490234375,1.48576259613037,110.686698913574,77.93055725097655,6093.5,19.8125,21.09375,11.75,39.95,Apocynaceae,Desmidorchis,4.0,0.0,1,0.13459484368196206,7.429705125724787
Diplorhynchus condylocarpon,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,22.2657508850098,210.945251464844,24.5502490997314,18.6485004425049,986.609985351562,93.7337493896484,552.8759765625,13.6529998779297,923.193908691406,914.58251953125,1.80625402927399,110.0,59.71875,5632.5,36.375,16.6875,-14.06667,32.5,Apocynaceae,Diplorhynchus,3.0,0.0,1,0.6219694028550785,1.6077961317865732
Dyera costulata,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,26.1127490997314,36.0687484741211,26.5137500762939,25.6307506561279,2984.3740234375,20.5044994354248,936.664001464844,541.588745117188,93.3019409179688,111.757499694824,1.50004482269287,280.5,49.125,1350.0,56.6153831481934,26.75,1.4,104.75,Apocynaceae,Dyera,1.0,1.0,1,0.8291695242049444,1.206025994453737
Funtumia africana,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.9804992675781,102.008247375488,25.3159999847412,22.929500579834,1964.2001953125,65.6437530517578,857.600219726562,66.2454986572266,472.185607910156,449.297485351562,1.460369348526,246.23957824707,52.4375,8140.75,55.65625,23.5625,5.4,2.608439,Apocynaceae,Funtumia,2.0,1.0,1,0.9996309617202405,1.000369174519289
Funtumia elastica,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0820007324219,88.7675018310547,26.0852508544922,23.92025089263916,1644.19549560547,56.67912483215335,644.8896484375,92.4802474975586,227.21052551269548,222.154998779297,0.741553485393524,203.052085876465,53.30138969421385,9829.0,46.875,20.5625,4.9346665000000005,9.33333,Apocynaceae,Funtumia,3.0,1.0,1,0.9998212901377188,1.0001787418052046
Geissospermum argenteum,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.8707504272461,67.2789993286133,26.8362503051758,25.2070007324219,2336.51123046875,50.8344993591309,998.126770019531,223.525253295898,157.274230957031,159.740005493164,0.604351401329041,183.41667175293,45.8125,2850.25,47.625,22.3125,1.65,-56.84144,Apocynaceae,Geissospermum,1.0,1.0,1,0.9828512593225515,1.0174479510656258
Geissospermum laeve,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24.9977493286133,84.5315017700195,26.2802505493164,24.3472499847412,2115.49975585938,51.3787498474121,844.484008789062,189.84375,131.875350952148,125.367500305176,0.964578866958618,244.27082824707,48.5555572509766,3040.5,50.4375,22.125,-3.92,-52.18,Apocynaceae,Geissospermum,1.0,1.0,1,0.9971320166105708,1.002876232376108
Geissospermum sericeum,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.9487495422363,70.3122482299805,26.8362503051758,25.2119998931885,2399.66796875,54.9210014343262,1053.40295410156,212.039505004883,107.595565795898,127.004997253418,0.708850264549255,200.85417175293,46.1041679382324,3040.5,48.1111106872559,22.5625,-1.32249,-54.19167,Apocynaceae,Geissospermum,2.0,1.0,1,0.9969652519264821,1.0030439858035711
Gomphocarpus fruticosus,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0552501678467,417.266998291016,22.1900005340576,11.2132501602173,804.244750976562,27.9997501373291,276.619750976562,129.892242431641,200.174514770508,220.477493286133,1.70133590698242,211.77082824707,60.7083320617676,1772.0,49.0,20.25,-32.12853,150.848,Apocynaceae,Gomphocarpus,14.0,0.0,1,0.07655724372884705,13.062121248014527
Gomphocarpus semilunatus,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.6735000610352,55.6447486877441,21.4650001525879,19.7472496032715,1413.76977539062,44.5724983215332,511.109008789062,135.893249511719,1428.24096679688,1389.10498046875,1.19506931304932,229.79167175293,55.7916679382324,5172.0,63.1875,25.0625,-0.683333,31.54111,Apocynaceae,Gomphocarpus,3.0,0.0,1,0.4356387291108601,2.295480023185732
Gongronema napalense,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.4392499923706,422.631500244141,18.2024993896484,7.47275018692017,1644.23352050781,66.1269989013672,780.908264160156,95.6597518920898,2232.23828125,2164.51000976562,13.4183073043823,500.333343505859,56.5833320617676,1713.75,70.375,25.375,25.28861,98.8125,Apocynaceae,Gongronema,12.0,0.0,1,0.009730108099025222,102.77378111556455
Gonioma malagasy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,22.5067501068115,245.599746704102,24.9247493743896,18.7355003356934,756.639526367188,104.817749023438,499.070251464844,12.6990003585815,590.562316894531,580.212524414062,1.90856778621674,106.6875,65.875,3655.75,42.625,15.75,-22.8,44.53333,Apocynaceae,Gonioma,6.0,0.0,1,0.4778609694243609,2.09265887775814
Gymnema inodorum,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.7407493591309,361.123504638672,24.1727504730225,14.8767499923706,1824.24072265625,75.239501953125,966.789489746094,75.9727478027344,928.84765625,852.402526855469,4.83294773101807,257.75,56.25,1379.5,57.5625,25.375,22.79219,105.3347,Apocynaceae,Gymnema,11.0,1.0,1,0.005518821462685285,181.1981066539941
Gymnema sylvestre,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,23.269000053405748,283.10986328125,27.6512508392334,18.9717502593994,1314.22076416016,73.91374969482425,695.2330017089845,55.7437515258789,203.2963943481445,181.9362487792965,0.831028461456299,165.048614501953,59.6666679382324,2934.25,45.5,21.625,12.21512,46.124995,Apocynaceae,Gymnema,3.0,0.0,1,0.11019785993916852,9.074586389899228
Hancornia speciosa,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24.9745006561279,109.379249572754,26.29075050354,23.2032508850098,1492.18701171875,76.6427536010742,722.907470703125,37.2270011901855,411.113586425781,405.429992675781,1.05318260192871,149.91667175293,53.84930610656736,3050.25,44.6875,18.9375,-13.33333,-46.54722,Apocynaceae,Hancornia,3.0,0.0,1,0.07330811521516746,13.64105456899129
